latitude,longitude,scientific_name
37.52438395,-77.46872712,Anaxyrus fowleri
35.809684,-79.200469,Anaxyrus fowleri
37.638208,-77.469627,Anaxyrus fowleri
37.545683,-77.510873,Anaxyrus fowleri
35.99403,-78.89862,Anaxyrus fowleri
36.070788,-82.395236,Anaxyrus fowleri
38.96723,-77.2019583333,Anaxyrus fowleri
39.0668466667,-76.7867533333,Anaxyrus fowleri
39.0668466667,-76.7867533333,Anaxyrus fowleri
39.0668466667,-76.7867533333,Anaxyrus fowleri
37.523423,-77.470865,Anaxyrus fowleri
39.099275,-76.583605,Anaxyrus fowleri
39.099275,-76.583605,Anaxyrus fowleri
39.099275,-76.583605,Anaxyrus fowleri
37.2707,-76.70746,Anaxyrus fowleri
37.8268966667,-85.51062,Anaxyrus fowleri
37.530914,-77.486075,Anaxyrus fowleri
39.95817,-74.627934,Anaxyrus fowleri
39.03534,-74.772429,Anaxyrus fowleri
38.383274,-76.384573,Anaxyrus fowleri
33.732575,-95.0557471667,Anaxyrus fowleri
33.7355033333,-94.93203,Anaxyrus fowleri
37.529196,-77.46917,Anaxyrus fowleri
39.093364,-74.890401,Anaxyrus fowleri
33.05394471,-95.08737959,Anaxyrus fowleri
32.837988,-93.913976,Anaxyrus fowleri
39.0658,-74.802338,Anaxyrus fowleri
30.381914,-94.289094,Anaxyrus fowleri
,,Anaxyrus fowleri
32.83860467,-93.91790135,Anaxyrus fowleri
38.977978,-77.223508,Anaxyrus fowleri
39.916376,-74.597474,Anaxyrus fowleri
36.264254,-80.494155,Anaxyrus fowleri
39.870175,-89.61815,Anaxyrus fowleri
32.523015,-94.760779,Anaxyrus fowleri
36.0408961016,-79.5578568181,Anaxyrus fowleri
40.9954133333,-87.56073,Anaxyrus fowleri
37.550566,-77.517042,Anaxyrus fowleri
37.489345,-84.4380716667,Anaxyrus fowleri
37.416397,-78.438136,Anaxyrus fowleri
35.232918,-75.529818,Anaxyrus fowleri
38.993178,-76.840417,Anaxyrus fowleri
37.462513,-77.605263,Anaxyrus fowleri
41.9133333333,-70.0084083333,Anaxyrus fowleri
42.1683349609,-80.0749969482,Anaxyrus fowleri
37.941862,-75.358658,Anaxyrus fowleri
30.788805,-92.282901,Anaxyrus fowleri
35.217646,-89.870267,Anaxyrus fowleri
39.5261116667,-88.5874416667,Anaxyrus fowleri
38.912712,-76.940109,Anaxyrus fowleri
36.077586,-86.310151,Anaxyrus fowleri
35.449938,-86.029601,Anaxyrus fowleri
